City,State,ID,Lat,Lon,Elev,WMO
Perry,FL,K40J,30.07,-83.58,14,99999
Punta Gorda,FL,KPGD,26.92,-81.99,11,99999
St. Petersburg International,FL,KPIE,27.92,-82.68,3,99999
Pensacola,FL,KPNS,30.47,-87.18,37,99999
Fort Myers International,FL,KRSW,26.53,-81.75,9,99999
Sanford,FL,KSFB,28.78,-81.23,17,99999
St. Augustine,FL,KSGJ,29.97,-81.33,3,99999
St. Petersburg,FL,KSPG,27.77,-82.63,2,99999
Sarasota,FL,KSRQ,27.40,-82.55,9,99999
Titusville,FL,KTIX,28.52,-80.80,11,99999
Tallahassee,FL,KTLH,30.38,-84.37,21,72214
Kendall,FL,KTMB,25.65,-80.43,3,99999
Tampa,FL,KTPA,27.97,-82.53,3,72211
Nasa Shuttle,FL,KTTS,28.62,-80.72,3,99999
Valparaiso,FL,KVPS,30.48,-86.53,26,72221
Vero Beach,FL,KVRB,27.65,-80.42,8,99999
Winder,GA,KWDR,33.99,-83.67,287,99999
Lawrenceville,GA,KLZU,33.98,-83.97,323,99999
Marietta McCollum Field,GA,KRYY,34.01,-84.60,317,99999
Thomaston,GA,KOPN,32.95,-84.27,243,99999
La Grange,GA,KLGC,33.02,-85.07,211,99999
Cartersville,GA,KVPC,34.13,-84.85,229,99999
Vidalia,GA,KVDI,32.19,-82.37,84,99999
Albany,GA,KABY,31.53,-84.18,59,72216
Augusta Bush,GA,KAGS,33.37,-81.97,45,72218
Athens,GA,KAHN,33.95,-83.32,247,72311
Alma,GA,KAMG,31.53,-82.50,61,99999
Atlanta,GA,KATL,33.65,-84.42,315,72219
Waycross,GA,KAYS,31.25,-82.40,46,72213
Brunswick,GA,KBQK,31.25,-81.47,8,99999
Columbus,GA,KCSG,32.52,-84.93,121,99999
Augusta,GA,KDNL,33.40,-82.00,9999,99999
Peachtree City,GA,KFFC,33.34,-84.57,265,99999
Atlanta Fulton,GA,KFTY,33.78,-84.52,256,99999
Dalton,GA,KDNN,34.72,-84.87,216,99999
Gainesville,GA,KGVL,34.32,-83.83,38,99999
Ft. Stewart,GA,KLHW,31.88,-81.57,14,72209
Fort Benning,GA,KLSF,32.33,-84.83,71,72225
Macon,GA,KMCN,32.70,-83.65,110,72217
Marietta,GA,KMGE,33.92,-84.52,326,72227
Newnan,GA,KCCO,33.31,-84.77,296,99999
Atlanta Dekalb,GA,KPDK,33.88,-84.30,305,99999
Rome,GA,KRMG,34.35,-85.17,196,72320
Savannah,GA,KSAV,32.13,-81.20,15,72207
Saint Simons Island,GA,KSSI,31.15,-81.38,6,99999
Savannah Hunter,GA,KSVN,32.02,-81.15,13,99999
Valdosta,GA,KVAD,30.97,-83.20,71,74781
Valdosta Regional,GA,KVLD,30.78,-83.28,62,99999
Warner Robins,GA,KWRB,32.63,-83.60,90,99999
Hana,HI,PHHN,20.78,-156.02,24,91190
Wheeler AFB,HI,PHHI,21.47,-158.02,290,91170
Bradshaw AFB,HI,PHSF,19.78,-155.55,1887,99999
Honolulu,HI,PHNL,21.35,-157.93,5,91182
Hilo,HI,PHTO,19.72,-155.07,11,91285
Lahaina,HI,PHJH,21.02,-156.63,40,99999
Keahole Point,HI,PHKO,19.73,-156.05,13,99999
Lihue,HI,PHLI,21.98,-159.35,45,91165
Lanai City,HI,PHNY,20.78,-156.95,399,99999
Molokai,HI,PHMK,21.15,-157.10,137,91186
Kahului,HI,PHOG,20.90,-156.43,20,91190
Oahu Kalaeola,HI,PHJR,21.32,-158.07,15,91178
Kaneohe MCBH,HI,PHNG,21.45,-157.77,3,91176
Harlan,IA,KHNR,41.58,-95.34,375,99999
Audubon,IA,KADU,41.70,-94.92,392,99999
Atlantic,IA,KAIO,41.40,-95.05,347,99999
Waterloo,IA,KALO,42.55,-92.40,268,72548
Washington,IA,KAWG,41.28,-91.67,226,99999
Algona,IA,KAXA,43.08,-94.27,364,99999
Ames,IA,KAMW,41.99,-93.62,376,99999
Ankeny,IA,KIKV,41.68,-93.57,277,99999
Boone,IA,KBNW,42.06,-93.86,345,99999
Burlington,IA,KBRL,40.78,-91.13,213,99999
Clarion,IA,KCAV,42.75,-93.77,345,99999
Council Bluffs,IA,KCBF,41.27,-95.77,373,99999
Charles City,IA,KCCY,43.08,-92.62,342,99999
Cedar Rapids,IA,KCID,41.88,-91.70,265,72545
Carroll,IA,KCIN,42.05,-94.78,360,99999
Chariton,IA,KCNC,41.02,-93.37,315,99999
Creston,IA,KCSQ,41.02,-94.36,395,99999
Clinton,IA,KCWI,41.83,-90.33,216,99999
Dubuque,IA,KDBQ,42.40,-90.70,329,72547
Decorah,IA,KDEH,43.28,-91.73,353,99999
Denison,IA,KDNS,41.98,-95.38,381,99999
Des Moines,IA,KDSM,41.53,-93.65,294,72546
Davenport,IA,KDVN,41.62,-90.58,228,99999
Webster City,IA,KEBS,42.44,-93.87,339,99999
Keokuk,IA,KEOK,40.47,-91.43,202,99999
Estherville,IA,KEST,43.40,-94.75,401,99999
Fairfield,IA,KFFL,41.05,-91.98,240,99999
Fort Dodge,IA,KFOD,42.55,-94.18,355,72549
Fort Madison,IA,KFSW,40.67,-91.33,221,99999
Clarinda,IA,KICL,40.71,-95.03,294,99999
Iowa City,IA,KIOW,41.63,-91.55,204,99999
Lamoni,IA,KLWD,40.63,-93.90,345,99999
Le Mars,IA,KLRJ,42.78,-96.20,359,99999
Mason City,IA,KMCW,43.15,-93.33,370,99999
Marshalltown,IA,KMIW,42.11,-92.91,297,99999
Muscatine,IA,KMUT,41.37,-91.13,164,99999
Monticello,IA,KMXO,42.23,-91.17,252,99999
Oelwein,IA,KOLZ,42.68,-91.98,324,99999
Orange City,IA,KORC,43.00,-96.08,424,99999
Ottumwa,IA,KOTM,41.10,-92.45,258,99999
Knoxville,IA,KOXV,41.30,-93.12,278,99999
Red Oak,IA,KRDK,41.01,-95.26,318,99999
Shenandoah,IA,KSDA,40.75,-95.42,585,99999
Sheldon,IA,KSHL,43.21,-95.83,434,99999
Spencer,IA,KSPW,43.17,-95.20,517,99999
Storm Lake,IA,KSLB,42.61,-95.24,452,99999
Sioux City,IA,KSUX,42.40,-96.38,336,72557
Newton,IA,KTNU,41.67,-93.02,283,99999
Malta,ID,K77M,42.32,-113.33,1375,99999
Boise,ID,KBOI,43.57,-116.22,874,72681
Burley,ID,KBYI,42.55,-113.77,1265,99999
Coeur d'Alene,ID,KCOE,47.77,-116.82,707,99999
Caldwell,ID,KEUL,43.63,-116.63,740,99999
Idaho Falls,ID,KIDA,43.52,-112.07,1445,99999
Jerome,ID,KJER,42.73,-114.46,1234,99999
Lewiston,ID,KLWS,46.38,-117.02,438,72783
Malad City,ID,KMLD,42.17,-112.30,1373,99999
Mullan Pass,ID,KMLP,47.45,-115.68,1837,99999
Mountain Home,ID,KMUO,43.05,-115.87,913,99999
McCall,ID,KMYL,44.88,-116.10,1531,99999
Lowell,ID,KP69,45.82,-115.43,1249,99999
Pocatello,ID,KPIH,42.92,-112.60,1365,72578
Spencer,ID,KS14,44.35,-112.18,1800,99999
Salmon,ID,KSMN,45.12,-113.88,1233,99999
Hailey,ID,KSUN,43.50,-114.30,1620,99999
Twin Falls,ID,KTWF,42.48,-114.48,1265,99999
Challis,ID,KLLJ,44.52,-114.22,1546,99999
Rexburg,ID,KRXE,43.83,-111.81,1481,99999
Soda Springs,ID,KU78,42.65,-111.58,1780,99999
Stanley,ID,KSNT,44.21,-114.93,1951,99999
Alton,IL,KALN,38.90,-90.05,166,99999
Aurora,IL,KARR,41.77,-88.47,215,99999
Belleville,IL,KBLV,38.55,-89.85,138,99999
Bloomington,IL,KBMI,40.48,-88.92,267,99999
Champaign,IL,KCMI,40.03,-88.28,230,99999
Cahokia,IL,KCPS,38.57,-90.15,126,99999
Decatur,IL,KDEC,39.83,-88.87,208,99999
Chicago DuPage,IL,KDPA,41.92,-88.25,231,99999
Chicago Meigs,IL,KCGX,41.87,-87.60,181,99999
Lawrenceville,IL,KLWV,38.76,-87.61,169,99999
Carbondale,IL,KMDH,37.78,-89.25,125,99999
Chicago Midway,IL,KMDW,41.78,-87.75,190,72534
Moline,IL,KMLI,41.45,-90.52,181,72544
Marseilles,IL,KMMO,41.37,-88.68,225,74460
Mount Vernon,IL,KMVN,38.32,-88.87,146,99999
Mattoon,IL,KMTO,39.48,-88.28,220,99999
Marion Regional,IL,KMWA,37.75,-89.02,144,99999
Chicago,IL,KORD,41.98,-87.90,205,72530
Peoria Regional,IL,KPIA,40.67,-89.68,202,72532
Chicago Palwauk,IL,KPWK,42.12,-87.92,197,99999
Rockford,IL,KRFD,42.20,-89.10,226,72543
Springfield,IL,KSPI,39.85,-89.67,187,72439
Sterling,IL,KSQI,41.75,-89.67,197,99999
Waukegan,IL,KUGN,42.42,-87.87,222,99999
Quincy,IL,KUIN,39.95,-91.20,234,99999
Anderson,IN,KAID,40.12,-85.62,280,99999
Columbus,IN,KBAK,39.27,-85.90,200,99999
Bloomington,IN,KBMG,39.15,-86.62,258,99999
Elkhart,IN,KEKM,41.72,-86.00,237,99999
Evansville,IN,KEVV,38.05,-87.53,118,72432
Eagle Creek,IN,KEYE,39.80,-86.10,250,99999
Fort Wayne,IN,KFWA,41.00,-85.20,252,72533
Peru,IN,KGUS,40.65,-86.15,247,99999
Gary,IN,KGYY,41.62,-87.42,180,99999
Goshen,IN,KGSH,41.53,-85.79,252,99999
Huntingburg,IN,KHNB,38.25,-86.95,161,99999
Terre Haute,IN,KHUF,39.45,-87.32,178,99999
Indianapolis,IN,KIND,39.73,-86.27,246,72438
Lafayette,IN,KLAF,40.42,-86.93,185,99999
Muncie,IN,KMIE,40.25,-85.40,286,99999
Shelbyville,IN,KGEZ,39.58,-85.80,245,99999
South Bend,IN,KSBN,41.70,-86.32,236,72535
Valparaiso,IN,KVPZ,41.45,-87.01,235,99999
Wichita Jabara,KS,KAAO,37.75,-97.22,433,99999
Coffeyville,KS,KCFV,37.08,-95.57,225,99999
Concordia,KS,KCNK,39.55,-97.65,452,72458
Chanute,KS,KCNU,37.67,-95.48,305,99999
Dodge City,KS,KDDC,37.77,-99.97,790,72451
Elkhart,KS,KEHA,37.00,-101.90,1099,99999
Emporia,KS,KEMP,38.33,-96.18,368,99999
Newton,KS,KEWK,38.05,-97.28,467,99999
Topeka Forbes,KS,KFOE,38.95,-95.67,329,99999
Ft Riley,KS,KFRI,39.05,-96.77,325,72455
Great Bend,KS,KGBD,38.35,-98.87,575,99999
Garden City,KS,KGCK,37.93,-100.72,881,99999
Goodland,KS,KGLD,39.37,-101.70,1124,72465
Hill City,KS,KHLC,39.38,-99.83,678,99999
Hutchinson,KS,KHUT,38.07,-97.87,470,99999
Hays,KS,KHYS,38.85,-99.27,609,99999
McConnell AFB,KS,KIAB,37.62,-97.27,418,99999
Wichita,KS,KICT,37.65,-97.43,408,72450
Olathe New Century,KS,KIXD,38.83,-94.88,331,99999
Liberal,KS,KLBL,37.05,-100.97,879,99999
Lawrence,KS,KLWC,39.02,-95.22,253,99999
Manhattan,KS,KMHK,39.13,-96.67,322,99999
Olathe,KS,KOJC,38.85,-94.73,334,99999
Medicine Lodge,KS,KP28,37.30,-98.58,468,72452
Parsons,KS,KPPF,37.33,-95.52,274,72451
Russell,KS,KRSL,38.87,-98.82,568,99999
Salina,KS,KSLN,38.80,-97.65,388,99999
Topeka,KS,KTOP,39.07,-95.62,270,72456
Winfield,KS,KWLD,37.30,-97.00,9999,99999
Bowling Green,KY,KBWG,36.97,-86.42,167,99999
Covington,KY,KCVG,39.05,-84.67,267,72421
Henderson City,KY,KEHR,37.82,-87.68,117,99999
Frankfort,KY,KFFT,38.25,-84.90,9999,99999
Fort Knox,KY,KFTK,37.90,-85.97,230,72424
Fort Campbell,KY,KHOP,36.67,-87.50,174,74671
Jackson,KY,KJKL,37.60,-83.32,421,99999
Lexington,KY,KLEX,38.03,-84.60,301,72422
Louisville Bowman,KY,KLOU,38.23,-85.67,167,99999
London-Corbin,KY,KLOZ,37.08,-84.08,369,99999
Owensboro,KY,KOWB,37.73,-87.17,124,99999
Paducah,KY,KPAH,37.07,-88.77,126,72435
Louisville,KY,KSDF,38.18,-85.73,149,72423
Somerset,KY,KSME,38.00,-84.60,283,99999
Natchitoches,LA,KIER,31.74,-93.10,37,99999
Ruston,LA,KRSN,32.52,-92.58,95,99999
Green Canyon 184,LA,KXCN,27.77,-91.52,5,99999
High Island,LA,KH08,28.10,-94.40,30,99999
Venice,LA,K1B7,29.35,-89.43,2,99999
Boothville,LA,KBVE,29.33,-89.40,2,72232
Amelia,LA,K7R3,29.70,-91.10,2,99999
Intracoastal City,LA,K7R4,29.78,-92.13,5,99999
Cameron,LA,K7R5,29.78,-93.30,1,99999
South Marsh Island,LA,K7R8,28.30,-91.98,1,99999
South Marsh Island 268,LA,KSRN,29.07,-91.87,1,99999
Fourchon,LA,K9F2,29.10,-90.20,2,99999
Alexandria,LA,KAEX,31.33,-92.55,27,74754
New Iberia,LA,KARA,30.03,-91.88,7,99999
Grand Isle,LA,KAXO,29.25,-89.97,2,99999
Barksdale AFB,LA,KBAD,32.50,-93.67,51,99999
Baton Rouge,LA,KBTR,30.53,-91.15,21,99999
Shreveport Downtown,LA,KDTN,32.53,-93.75,55,99999
Alexandria Esle,LA,KESF,31.40,-92.30,34,99999
Houma,LA,KHUM,29.57,-90.67,3,99999
Lake Charles Regional,LA,KLCH,30.12,-93.22,10,72240
Lake Charles,LA,KCWF,30.21,-93.14,5,99999
Lafayette,LA,KLFT,30.20,-91.98,13,99999
Monroe,LA,KMLU,32.52,-92.03,24,99999
New Orleans,LA,KMSY,29.98,-90.25,9,72231
New Orleans NAS,LA,KNBG,29.83,-90.03,0,99999
New Orleans Lakefront,LA,KNEW,30.05,-90.03,3,99999
Salt Point,LA,KP92,29.60,-91.30,3,99999
Fort Polk,LA,KPOE,31.05,-93.03,100,72239
Patterson,LA,KPTN,29.72,-91.33,3,99999
Slidell,LA,KASD,30.34,-89.82,9,99999
South Timbalier,LA,KS58,28.53,-90.58,1,99999
Shreveport,LA,KSHV,32.47,-93.82,79,72248
Pittsfield,MA,KPSF,42.43,-73.29,355,99999
Nantucket,MA,KACK,41.25,-70.07,15,99999
North Adams,MA,KAQW,42.70,-73.17,201,99999
Fitchburg,MA,KFIT,42.55,-71.76,106,99999
Westfield,MA,KBAF,42.15,-72.72,83,99999
Bedford,MA,KBED,42.47,-71.28,41,74490
Boston,MA,KBOS,42.37,-71.03,9,72509
Taunton,MA,KTAN,41.87,-71.02,13,99999
Beverly,MA,KBVY,42.58,-70.92,33,99999
Chicopee,MA,KCEF,42.20,-72.53,75,74491
Chatham,MA,KCQX,41.68,-70.00,19,99999
New Bedford,MA,KEWB,41.68,-70.97,24,99999
Otis AFB,MA,KFMH,41.65,-70.52,40,72506
Hyannis,MA,KHYA,41.67,-70.28,16,99999
Lawrence,MA,KLWM,42.72,-71.12,45,99999
Martha's Vineyard,MA,KMVY,41.40,-70.62,21,99999
Orange,MA,KORE,42.57,-72.27,164,99999
Worcester,MA,KORH,42.27,-71.88,308,99999
Norwood,MA,KOWD,42.18,-71.18,15,99999
Provincetown,MA,KPVC,42.07,-70.22,2,99999
Plymouth,MA,KPYM,41.92,-70.73,45,99999
East Milton,MA,KMQE,42.21,-71.11,199,99999
Ocean City,MD,KOXB,38.31,-75.12,3,99999
Maryland Science Center,MD,KDMH,39.28,-76.61,19,99999
Andrews AFB,MD,KADW,38.82,-76.87,86,74594
Phillips Army Airfield,MD,KAPG,39.47,-76.17,18,99999
Baltimore,MD,KBWI,39.18,-76.67,47,72406
Hagerstown,MD,KHGR,39.70,-77.73,215,99999
Baltimore Martin,MD,KMTN,39.33,-76.42,7,99999
Patuxent River,MD,KNHK,38.28,-76.40,12,72404
Salisbury,MD,KSBY,38.33,-75.52,16,99999
Greenville,ME,KGNR,45.47,-69.58,316,72619
Augusta,ME,KAUG,44.32,-69.80,107,99999
Bangor,ME,KBGR,44.80,-68.83,59,99999
Bar Harbor,ME,KBHB,44.45,-68.37,26,99999
Caribou,ME,KCAR,46.87,-68.02,190,72712
Clayton Lake,ME,K40B,46.61,-69.53,314,99999
Frenchville,ME,KFVE,47.28,-68.32,301,99999
Houlton,ME,KHUL,46.12,-67.80,150,99999
Wiscasset,ME,KIWI,43.97,-69.72,41,99999
Fryeburg,ME,KIZG,44.05,-70.95,9999,99999
Auburn-Lewiston,ME,KLEW,44.05,-70.28,88,99999
Millinocket,ME,KMLT,45.65,-68.68,124,99999
Brunswick,ME,KNHZ,43.88,-69.93,23,74392
Presque Isle,ME,KPQI,46.68,-68.05,146,72713
Portland,ME,KPWM,43.65,-70.32,19,72606
Rockland,ME,KRKD,44.07,-69.10,17,99999
Sanford,ME,KSFM,43.40,-70.72,74,99999
Waterville,ME,KWVL,44.53,-69.68,101,99999
Charlevoix,MI,KCVX,45.30,-85.27,204,99999
Mount Pleasant,MI,KMOP,43.62,-84.74,230,99999
Ludington,MI,KLDM,43.96,-86.41,197,99999
Manistique,MI,KISQ,45.97,-86.17,209,99999
Bellaire,MI,KACB,44.99,-85.20,190,99999
Adrian,MI,KADG,41.87,-84.07,243,99999
Big Rapids,MI,KRQB,43.72,-85.50,302,99999
Alma,MI,KAMN,43.32,-84.69,230,99999
Grosse Ile,MI,KONZ,42.10,-83.16,180,99999
Mason,MI,KTEW,42.57,-84.42,280,99999
Monroe,MI,KTTF,41.94,-83.43,188,99999
Sturgis,MI,KIRS,41.81,-85.44,282,99999
Alpena,MI,KAPN,45.07,-83.57,211,72639
Ann Arbor,MI,KARB,42.22,-83.75,256,99999
Kalamazoo,MI,KAZO,42.23,-85.55,266,99999
Bad Axe,MI,KBAX,43.78,-82.99,233,99999
Benton Harbor,MI,KBEH,42.13,-86.43,196,99999
Battle Creek,MI,KBTL,42.30,-85.25,290,99999
Cadillac,MI,KCAD,44.28,-85.42,398,99999
Chippewa,MI,KCIU,46.25,-84.47,244,99999
Coldwater,MI,KOEB,41.93,-85.05,292,99999
Holland,MI,KBIV,42.74,-86.11,210,99999
Houghton,MI,KCMX,47.17,-88.50,329,72744
Detroit,MI,KDET,42.42,-83.02,191,99999
Detroit Metro,MI,KDTW,42.23,-83.33,202,72537
Escanaba,MI,KESC,45.75,-87.03,187,72648
Flint,MI,KFNT,42.97,-83.75,233,72637
Grand Rapids,MI,KGRR,42.88,-85.52,245,72635
Hillsdale,MI,KJYM,41.92,-84.59,360,99999
Houghton Lake,MI,KHTL,44.37,-84.68,351,72638
Iron Mountain,MI,KIMT,45.82,-88.12,360,99999
Ironwood,MI,KIWD,46.53,-90.13,375,99999
Jackson,MI,KJXN,42.27,-84.47,305,99999
Lansing,MI,KLAN,42.77,-84.60,266,72539
Manistee,MI,KMBL,44.27,-86.25,189,99999
Marshall,MI,KRMY,42.25,-84.96,287,99999
Saginaw,MI,KMBS,43.53,-84.08,204,99999
Saginaw Browne,MI,KHYX,43.43,-83.87,183,99999
Muskegon,MI,KMKG,43.17,-86.25,193,72636
Menominee,MI,KMNM,45.13,-87.63,191,99999
Marquette,MI,KMQT,46.53,-87.55,434,72743
Newberry,MI,KERY,46.31,-85.46,265,99999
Mt. Clemens,MI,KMTC,43.62,-82.83,177,99999
Wurtsmith AFB,MI,KOSC,44.45,-83.40,193,99999
Howell,MI,KOZW,42.63,-83.98,378,99999
Port Hope,MI,KP58,44.02,-82.80,183,99999
Copper Harbor,MI,KP59,47.45,-87.90,186,99999
Seul Choix Pt,MI,KP75,45.92,-85.92,180,99999
Gaylord,MI,KGLR,45.01,-84.70,405,99999
Pellston,MI,KPLN,45.57,-84.80,219,99999
Pontiac,MI,KPTK,42.67,-83.42,299,99999
Port Huron,MI,KPHN,42.91,-82.53,198,99999
Gwinn,MI,KSAW,46.35,-87.40,372,99999
Traverse City,MI,KTVC,44.73,-85.58,190,99999
Sault Ste Marie,MI,KANJ,46.47,-84.37,221,72734
Mackinac Island,MI,KMCD,45.90,-84.60,320,99999
Ypsilanti,MI,KYIP,42.23,-83.53,218,99999
Wadena,MN,KADC,46.45,-95.21,418,99999
Moose Lake,MN,KMZH,46.42,-92.80,328,99999
Moorhead,MN,KJKJ,46.84,-96.66,279,99999
Longville,MN,KXVG,46.99,-94.20,407,99999
Waskish,MN,KVWU,48.15,-94.52,360,99999
Rush City,MN,KROS,45.70,-92.95,281,99999
Maple Lake,MN,KMGG,45.24,-93.99,313,99999
Appleton,MN,KAQP,45.23,-96.00,311,99999
Grand Marais,MN,KGNA,47.75,-90.34,185,99999
Grand Marais Airport,MN,KCKC,47.84,-90.38,548,99999
Hallock,MN,KHCO,48.75,-96.94,250,99999
Bigfork,MN,KFOZ,47.78,-93.65,411,99999
Cook,MN,KCQM,47.82,-92.69,404,99999
Mora,MN,KJMR,45.89,-93.27,308,99999
St. James,MN,KJYG,43.99,-94.56,325,99999
Litchfield,MN,KLJF,45.10,-94.51,347,99999
Ortonville,MN,KVVV,45.31,-96.42,335,99999
Pine River,MN,KPWC,46.75,-94.38,395,99999
Princeton,MN,KPNM,45.56,-93.61,298,99999
Staples,MN,KSAZ,46.38,-94.81,392,99999
Warroad,MN,KRRT,48.94,-95.35,327,99999
Windom,MN,KMWM,43.91,-95.11,430,99999
South St. Paul,MN,KSGS,44.86,-93.03,323,99999
Crane Lake,MN,KCDD,48.27,-92.48,341,99999
Albert Lea,MN,KAEL,43.68,-93.37,383,99999
Aitkin,MN,KAIT,46.55,-93.68,367,99999
Anoka County,MN,KANE,45.15,-93.22,278,99999
Orr,MN,KORB,48.02,-92.86,400,99999
Benson,MN,KBBB,45.33,-96.65,317,99999
Austin,MN,KAUM,43.67,-92.93,375,99999
Alexandria,MN,KAXN,45.87,-95.40,434,99999
Baudette,MN,KBDE,48.73,-94.62,330,99999
Silver Bay,MN,KBFW,47.20,-91.40,331,99999
Bemidji,MN,KBJI,47.50,-94.93,420,72755
Brainerd,MN,KBRD,46.40,-94.13,374,99999
Cambridge,MN,KCBG,45.57,-93.27,287,99999
Crookston,MN,KCKN,47.85,-96.62,273,99999
Cloquet,MN,KCOQ,46.70,-92.50,390,99999
Duluth,MN,KDLH,46.83,-92.18,432,72745
Detroit Lakes,MN,KDTL,46.83,-95.88,426,99999
Dodge Center,MN,KTOB,44.02,-92.83,398,99999
Ely,MN,KELO,47.82,-91.83,443,99999
Flag Island,MN,KFGN,49.32,-94.90,444,99999
Wheaton NDB,MN,KETH,45.70,-96.50,313,99999
Eveleth,MN,KEVM,47.40,-92.50,421,99999
Faribault,MN,KFBL,44.33,-93.32,322,99999
